activity_id,molregno,molecule_chembl_id,assay_id,assay_chembl_id,tid,target_chembl_id,target_name,target_type,standard_type,standard_value,standard_units,pchembl_value,assay_type,confidence_score,canonical_smiles,standard_inchi_key,pActivity,MolecularWeight,NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumHDonors,NumHAcceptors,LogP,TPSA,NumAromaticRings,NumAliphaticRings,NumRings,AromaticProportion,NumRotatableBonds,NumSaturatedRings,FractionCSP3,MolMR,Lipinski_Violation
26145840,2386047,CHEMBL4514636,2495056,CHEMBL5623895,10266,CHEMBL3650,Fibroblast growth factor receptor 1,SINGLE PROTEIN,IC50,1027.0,nM,5.99,B,9,C=CC(=O)N[C@H]1CCOC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,MGZKYOAQVGSSGC-DLBZAZTESA-N,5.988429556402722,503.3860000000003,34,34,10,2,7,4.492400000000003,94.60000000000001,3,1,4,0.47058823529411764,7,1,0.2916666666666667,133.07239999999996,1
16374249,2048778,CHEMBL3730886,1537597,CHEMBL3734165,10901,CHEMBL2598,Protein kinase C iota type,SINGLE PROTEIN,IC50,10000.0,nM,5.0,B,9,NCCNc1nc(-c2ccncc2)nc2sc3c(c12)CCN(C(=O)C1CCC1)C3,GGMSBZICWYEOFR-UHFFFAOYSA-N,5.0,408.53100000000035,29,29,8,2,7,2.8087000000000018,97.03,3,2,5,0.5172413793103449,5,1,0.42857142857142855,114.65210000000006,0
13450392,1580727,CHEMBL2425611,982388,CHEMBL2427049,12252,CHEMBL4822,Beta-secretase 1,SINGLE PROTEIN,IC50,62.0,nM,7.21,B,9,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(F)c(N)c(OCC(F)(F)F)c3)[C@@H]2O)c1,JJZNHUUZTYYRMQ-KYJTYKTMSA-N,7.2076083105017466,516.6010000000002,35,35,10,3,5,4.086800000000003,90.57000000000001,2,1,3,0.34285714285714286,7,1,0.52,129.20930000000004,1
28224686,3280150,CHEMBL6063149,2593615,CHEMBL5736314,12252,CHEMBL4822,Beta-secretase 1,SINGLE PROTEIN,IC50,49.0,nM,7.31,B,9,N#Cc1ccc(C#Cc2ccc(F)c([C@@]3(CF)N=C(N)S[C@@]4(CCC(=O)N5CCOCC5)C[C@H]43)c2)nc1,GQUCJZKBSKTSBA-DURWQBQJSA-N,7.309803919971486,521.5930000000004,37,37,10,1,7,3.1161800000000017,104.60000000000001,2,3,5,0.32432432432432434,5,2,0.4074074074074074,135.6693999999999,1
27182657,2739655,CHEMBL5095224,2589533,CHEMBL5732232,11904,CHEMBL2998,P2X purinoceptor 3,SINGLE PROTEIN,IC50,8.0,nM,8.1,B,9,Cc1cnc(-c2cc(O[C@@H]3CCOC3)cc(C(=O)N[C@H](C)c3cnc(C(F)(F)F)nc3)c2)s1,GTQPEQGDLVSFJO-CXAGYDPISA-N,8.096910013008056,478.49600000000004,33,33,11,1,7,4.586020000000004,86.23,3,1,4,0.5151515151515151,6,1,0.36363636363636365,115.05420000000004,0
5572294,1006903,CHEMBL1583019,737136,CHEMBL1737901,103707,CHEMBL1293274,Eukaryotic translation initiation factor 4H,SINGLE PROTEIN,IC50,5800.0,nM,5.24,F,9,O=C(COc1ccc(C=NNC(=O)c2ccc(O)cc2)cc1)Nc1ccc([N+](=O)[O-])cc1,OUKYUDXZLWMXQT-UHFFFAOYSA-N,5.236572006437063,434.4080000000001,32,32,10,3,7,3.081800000000001,143.16,3,0,3,0.5625,8,0,0.045454545454545456,116.83010000000002,0
29239604,3296015,CHEMBL6144511,2650529,CHEMBL6130566,11821,CHEMBL2899,Adenylate cyclase type 1,SINGLE PROTEIN,IC50,310.0,nM,6.51,B,9,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCc2c(C)cccc2C)n1,MXHFEQGXTDYFAA-UHFFFAOYSA-N,6.508638306165727,337.427,25,25,6,2,5,3.055360000000001,75.6,3,0,3,0.68,5,0,0.3157894736842105,99.33740000000003,0
26223989,2089491,CHEMBL3813873,2516400,CHEMBL5653220,12840,CHEMBL1844,Macrophage colony-stimulating factor 1 receptor,SINGLE PROTEIN,IC50,15.0,nM,7.82,B,9,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,JGWRKYUXBBNENE-UHFFFAOYSA-N,7.823908740944319,417.82200000000006,29,29,9,2,4,5.228000000000002,66.49000000000001,4,0,4,0.7241379310344828,5,0,0.15,104.7124,1
28173230,3074877,CHEMBL5857876,2593290,CHEMBL5735989,100097,CHEMBL5251,Tyrosine-protein kinase BTK,SINGLE PROTEIN,IC50,63.1,nM,7.2,B,9,COCCC(=O)N1CCC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2)C1,GHSNUDZDCVPPHT-LJQANCHMSA-N,7.199970640755866,571.6590000000002,41,41,11,2,7,5.529500000000005,113.1,4,2,6,0.5121951219512195,8,1,0.26666666666666666,157.29689999999968,2
4129862,734321,CHEMBL1310437,688237,CHEMBL1614457,10950,CHEMBL3892,Sphingosine 1-phosphate receptor 3,SINGLE PROTEIN,IC50,7686.0,nM,5.11,F,9,O=C(OC(C(=O)Nc1cccc(C(F)(F)F)c1)c1ccccc1)C1CCCCC1,LWISDNRBIDROHJ-UHFFFAOYSA-N,5.11429961987167,405.4160000000002,29,29,7,1,3,5.508700000000004,55.400000000000006,2,1,3,0.41379310344827586,5,1,0.36363636363636365,101.92370000000004,1
17646174,2028213,CHEMBL3694964,1528801,CHEMBL3705476,10608,CHEMBL4829,Acetyl-CoA carboxylase 2,SINGLE PROTEIN,IC50,260.0,nM,6.58,B,9,CC(=O)NC(C)Cc1ccc(C#Cc2cnc(N3CCCCC3)nc2)cc1,JWGPKDMRSVWROM-UHFFFAOYSA-N,6.585026652029182,362.47700000000015,27,27,5,1,4,2.9338000000000015,58.120000000000005,2,1,3,0.4444444444444444,4,1,0.4090909090909091,107.50070000000004,0
26789315,3052601,CHEMBL5835600,2588243,CHEMBL5730942,11926,CHEMBL2742,Fibroblast growth factor receptor 3,SINGLE PROTEIN,IC50,20.0,nM,7.7,B,9,COc1cc(N2C(=O)N(c3c(F)c(OC)cc(OC)c3F)Cc3cnc(-c4cn(C)nc4C)cc32)ccc1C#N,AYIHTAQUCBAXSB-UHFFFAOYSA-N,7.698970004336019,546.5340000000002,40,40,12,0,8,5.244500000000005,105.74000000000001,4,1,5,0.575,6,0,0.21428571428571427,142.06499999999983,2
13344919,1565580,CHEMBL2392003,964286,CHEMBL2395400,12949,CHEMBL3522,"Steroid 17-alpha-hydroxylase/17,20 lyase",SINGLE PROTEIN,IC50,122000.0,nM,,B,9,C[C@]12CC[C@H](OC(=O)n3ccnc3)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(n3cnc4ccccc43)=CC[C@@H]12,MTIJOAMUOKRUQB-CNRUGTJDSA-N,3.9136401693252516,482.62800000000027,36,36,6,0,6,6.699900000000007,61.940000000000005,3,4,7,0.3888888888888889,2,2,0.5,138.9859999999999,1
28699721,3193913,CHEMBL5976912,2595400,CHEMBL5738099,108016,CHEMBL3108656,GTP-binding protein Rheb,SINGLE PROTEIN,IC50,55000.0,nM,4.26,B,9,OCc1cc2c(Oc3cccc(Cl)c3)cc(Cl)cc2[nH]1,VPOHNGWJMNFIEZ-UHFFFAOYSA-N,4.259637310505756,308.16400000000004,20,20,5,2,2,4.759300000000001,45.25,3,0,3,0.75,3,0,0.06666666666666667,80.75750000000002,0
18534346,2283567,CHEMBL4205416,1760893,CHEMBL4195901,11941,CHEMBL3268,Phosphatidylinositol 4-kinase beta,SINGLE PROTEIN,IC50,2.0,nM,8.7,B,9,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5cccnc5)nc34)CC2)cc1,RTWZCNGWNJMPBW-UHFFFAOYSA-N,8.698970004336019,462.53900000000016,33,33,11,2,9,3.0932000000000013,122.39,4,1,5,0.6363636363636364,4,1,0.22727272727272727,128.6521,0
28294877,2980062,CHEMBL5763061,2593909,CHEMBL5736608,11177,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",SINGLE PROTEIN,IC50,0.8,nM,9.1,B,9,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N(C)C(=O)[C@H](C)OC)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,DHEKPZQWFVQYSO-IRXDYDNUSA-N,9.096910013008056,598.7510000000001,41,41,13,2,9,3.917220000000003,133.83,3,2,5,0.4146341463414634,10,1,0.42857142857142855,157.99269999999967,1
1821473,370416,CHEMBL220776,428317,CHEMBL917095,12723,CHEMBL5378,P-selectin,SINGLE PROTEIN,IC50,7600.0,nM,5.12,B,9,O=C(O)Cc1ccc(-c2ccccc2NC(=O)Cc2ccc(O)c(O)c2O)s1,WFPXZTZOOKFHLC-UHFFFAOYSA-N,5.119186407719209,399.4240000000001,28,28,8,5,6,3.3402000000000025,127.09000000000002,3,0,3,0.6071428571428571,6,0,0.1,104.86490000000002,0
5128623,1057662,CHEMBL1643124,700194,CHEMBL1647187,104,CHEMBL2039,Amine oxidase [flavin-containing] B,SINGLE PROTEIN,IC50,68.0,nM,7.17,B,9,Cc1ccc(NC(=O)c2coc3ccccc3c2=O)cc1,ZPHGXJAOXHSRAX-UHFFFAOYSA-N,7.167491087293763,279.295,21,21,4,1,3,3.353720000000001,59.31,3,0,3,0.7619047619047619,2,0,0.058823529411764705,81.61620000000002,0
15246146,1587244,CHEMBL2440737,1478011,CHEMBL3429819,11149,CHEMBL2973,Rho-associated protein kinase 2,SINGLE PROTEIN,IC50,2.5,nM,8.6,B,9,NCc1ccc(C(=O)Nc2ccncc2F)cc1-c1cccc(C(=O)OCC2CCCO2)c1,QTMQGFVLXXWUDA-UHFFFAOYSA-N,8.602059991327963,449.4820000000003,33,33,8,2,6,3.9345000000000034,103.54000000000002,3,1,4,0.5454545454545454,7,1,0.24,121.17410000000002,0
18200226,2200068,CHEMBL4060157,1692346,CHEMBL4042995,100917,CHEMBL5319,Epithelial discoidin domain-containing receptor 1,SINGLE PROTEIN,IC50,614.0,nM,6.21,B,9,C[C@@H]1CN(c2cncnc2)Cc2cc(NC(=O)c3cc(CN4CCN(C)CC4)cc(C(F)(F)F)c3)ccc21,FXWGWJNBGHQODS-LJQANCHMSA-N,6.211831628858833,524.5910000000002,38,38,10,1,6,4.618800000000004,64.60000000000001,3,2,5,0.47368421052631576,5,1,0.39285714285714285,140.11019999999988,1
22897341,2535919,CHEMBL4799328,2075296,CHEMBL4730830,11925,CHEMBL3973,Fibroblast growth factor receptor 4,SINGLE PROTEIN,IC50,2926.0,nM,5.53,B,9,CCC(=O)N[C@H]1COC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(C)c2n1,SQNWZTSMOSQWFC-UONOGXRCSA-N,5.533725678210708,522.3890000000002,35,35,12,2,9,3.0250000000000004,116.60000000000001,3,1,4,0.45714285714285713,7,1,0.391304347826087,133.79039999999998,1
26866795,2107019,CHEMBL3897648,2588420,CHEMBL5731119,12694,CHEMBL3553,Non-receptor tyrosine-protein kinase TYK2,SINGLE PROTEIN,IC50,800.0,nM,6.1,B,9,CN(C)[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,ORTLYRUNNISMKN-XYPYZODXSA-N,6.096910013008056,284.36700000000013,21,21,6,1,5,2.1933999999999996,62.11000000000001,3,1,4,0.5714285714285714,2,1,0.5333333333333333,81.32270000000004,0
2949118,571638,CHEMBL583064,593497,CHEMBL1047621,20035,CHEMBL3535,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",SINGLE PROTEIN,IC50,11.0,nM,7.96,B,9,Cc1cc(CN2C[C@@H](C)[C@H](c3nc4c(cnn4C4CCCC4)c(=O)[nH]3)C2)no1,LRZBUWUBWWKUDL-SJKOYZFVSA-N,7.958607314841775,382.46800000000025,28,28,8,1,7,2.7666200000000005,92.84,3,2,5,0.5,4,2,0.6,104.07570000000005,0
23278786,2542424,CHEMBL4848653,2127328,CHEMBL4836673,11626,CHEMBL3116,Cyclin-dependent kinase 9,SINGLE PROTEIN,IC50,180.0,nM,6.75,B,9,COc1ccc(F)cc1-c1c(F)cnc2[nH]c(C3=CCN([C@H]4CC[C@@H](CC(=O)O)CC4)CC3)cc12,DIJOGBQYCAXFRN-UWUNEBHHSA-N,6.7447274948966935,481.5430000000004,35,35,8,2,4,5.639300000000004,78.45,3,2,5,0.42857142857142855,6,1,0.4074074074074074,130.16350000000003,1
28500050,3181862,CHEMBL5964861,2594620,CHEMBL5737319,10849,CHEMBL2148,Tyrosine-protein kinase JAK3,SINGLE PROTEIN,IC50,416.0,nM,6.38,B,9,C=CC(=O)N1C[C@@H](Nc2ncnc3[nH]ccc23)CC[C@H]1CO,DVFKFBAEIOVUBS-QWRGUYRKSA-N,6.380906669373258,301.3500000000001,22,22,7,3,5,0.9076999999999995,94.14,2,1,3,0.4090909090909091,4,1,0.4,83.31720000000003,0
28300451,3230369,CHEMBL6013368,2593922,CHEMBL5736621,10938,CHEMBL2971,Tyrosine-protein kinase JAK2,SINGLE PROTEIN,IC50,0.894,nM,9.05,B,9,COc1ccncc1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,MDTIFFXIWIDZBH-BETUJISGSA-N,9.048662481204083,387.4650000000001,27,27,9,1,7,2.0501999999999994,101.07,3,1,4,0.5555555555555556,6,1,0.3888888888888889,101.64550000000004,0
26597606,2033742,CHEMBL3700438,2587299,CHEMBL5729998,10044,CHEMBL3629,Casein kinase II subunit alpha,SINGLE PROTEIN,IC50,83.0,nM,7.08,B,9,O=C(O)c1ccc2c(c1)nc(Nc1ccc(F)c(Cl)c1)c1nc(NC3CC3)ncc12,FOELPVUGHHYHQG-UHFFFAOYSA-N,7.080921907623926,423.83500000000015,30,30,9,3,6,4.986600000000002,100.03,4,1,5,0.6666666666666666,5,1,0.14285714285714285,113.13570000000001,0
5982926,1096503,CHEMBL1715772,737116,CHEMBL1737863,11872,CHEMBL2758,Mannose-6-phosphate isomerase,SINGLE PROTEIN,IC50,9770.0,nM,5.01,B,9,Clc1ccc(Nc2ccccc2/N=c2\ssnc2Cl)cc1,GYYBWSQDRQHHRP-JXAWBTAJSA-N,5.0101054362812265,354.28700000000003,21,21,7,1,5,5.487400000000002,37.28,3,0,3,0.8095238095238095,3,0,0.0,91.4007,1
17678926,2025507,CHEMBL3692285,1528926,CHEMBL3705773,101224,CHEMBL5522,Transient receptor potential cation channel subfamily V member 3,SINGLE PROTEIN,IC50,3680.0,nM,5.43,B,9,COCC(CO)NCc1nc(-c2ccc(C(F)(F)F)cc2)ccc1F,WAUBHFWCPAMTQD-UHFFFAOYSA-N,5.434152181326482,358.33500000000004,25,25,8,2,4,3.003400000000002,54.38,2,0,2,0.48,7,0,0.35294117647058826,84.22250000000003,0
28669613,3162363,CHEMBL5945362,2595273,CHEMBL5737972,101310,CHEMBL5747,CREB-binding protein,SINGLE PROTEIN,IC50,55.0,nM,7.26,B,9,COC(=O)N1c2ccc3c(nc(C(C)OC4CCOCC4)n3C3CCC(C(=O)O)CC3)c2CC[C@@H]1C,MSYUDSDRIKDYGN-ZBZISHEGSA-N,7.259637310505756,499.60800000000046,36,36,9,1,7,5.016300000000005,103.11999999999999,2,3,5,0.25,5,2,0.6666666666666666,134.3718,1
24784743,2746927,CHEMBL5175696,2217337,CHEMBL5130469,11512,CHEMBL3181,17-beta-hydroxysteroid dehydrogenase type 1,SINGLE PROTEIN,IC50,64.0,nM,7.19,B,9,Cc1ccncc1N(C)C(=O)c1ccc(-c2ccc(O)cc2)o1,AZHMMIOXUKLKJX-UHFFFAOYSA-N,7.1938200260161125,308.33700000000005,23,23,5,1,4,3.632220000000002,66.57000000000001,3,0,3,0.7391304347826086,3,0,0.1111111111111111,87.51630000000002,0
3361144,649706,CHEMBL1169900,642499,CHEMBL1175872,10627,CHEMBL3371,5-hydroxytryptamine receptor 6,SINGLE PROTEIN,IC50,1830.0,nM,5.74,F,9,CC(C)c1ccc(S(=O)(=O)c2nnn3c2nc(NCc2ccccc2Cl)c2sccc23)cc1,IFLOHHXFJUNIGP-UHFFFAOYSA-N,5.73754891026957,498.03300000000013,33,33,10,1,8,5.560700000000004,89.25,5,0,5,0.7272727272727273,6,0,0.17391304347826086,130.92649999999995,1
28136825,3120332,CHEMBL5903331,2593155,CHEMBL5735854,12910,CHEMBL4123,Neurotensin receptor type 1,SINGLE PROTEIN,IC50,3.0,nM,8.52,B,9,COc1cccc(OC)c1-c1cc(C(=O)NC2(C(=O)O)C3CC4CC(C3)CC2C4)nn1-c1ccc(C(=O)N(C)CCCN(C)CCCN(C)C(=S)Nc2ccc(NC(=S)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(C)=O)cc2)cc1C(C)C,DAIZLYZFLGBECH-UHFFFAOYSA-N,8.522878745280337,1495.9229999999995,105,105,30,10,18,9.065400000000007,345.38,4,4,8,0.21904761904761905,43,4,0.5866666666666667,406.49150000000134,4
27705236,3178837,CHEMBL5961836,2591535,CHEMBL5734234,19639,CHEMBL3778,Interleukin-1 receptor-associated kinase 4,SINGLE PROTEIN,IC50,7.0,nM,8.15,B,9,CC(C)Nc1cc(-c2ccc3cc(C#N)cnn23)ncc1C(=O)NNCC(C)(C)O,QKBZONMTPQHZSK-UHFFFAOYSA-N,8.154901959985743,407.4780000000002,30,30,9,4,8,2.0935799999999998,127.37000000000002,3,0,3,0.5,7,0,0.3333333333333333,113.66340000000004,0
6269916,692218,CHEMBL1229868,754458,CHEMBL1806083,13000,CHEMBL332,Interstitial collagenase,SINGLE PROTEIN,IC50,8000.0,nM,5.1,B,9,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)CCOCC1,FOSWRYKPHVPIDJ-UHFFFAOYSA-N,5.096910013008056,445.4150000000002,30,30,11,2,6,3.3260000000000023,101.93,2,1,3,0.4,5,1,0.3157894736842105,97.85900000000002,0
19109703,2149462,CHEMBL3940091,1869080,CHEMBL4370146,30043,CHEMBL4523,Serine/threonine-protein kinase pim-2,SINGLE PROTEIN,IC50,0.13,nM,9.89,B,9,CC(C)n1c(NC(C)(C)C)nc2c(-c3cc4c([nH]3)[C@@H](C)NC4=O)cccc2c1=O,OJACGGVADSBVKM-GFCCVEGCSA-N,9.886056647693163,393.49100000000016,29,29,7,3,5,3.987300000000002,91.81,3,1,4,0.5172413793103449,3,0,0.4090909090909091,115.43160000000005,0
25022235,2810256,CHEMBL5290554,2279581,CHEMBL5239771,11925,CHEMBL3973,Fibroblast growth factor receptor 4,SINGLE PROTEIN,IC50,8.7,nM,8.06,B,9,COc1ccc(OC)c(S(=O)(=O)n2ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,SSEDNGPCWIKLSZ-UHFFFAOYSA-N,8.060480747381382,508.6040000000003,36,36,11,1,10,3.180900000000002,101.82,4,1,5,0.5833333333333334,7,1,0.28,139.0924999999999,1
3920449,914205,CHEMBL1490321,688705,CHEMBL1614297,100986,CHEMBL5460,Heat shock 70 kDa protein 1A,SINGLE PROTEIN,IC50,24700.0,nM,4.61,B,9,Cc1cc(C)c2c(c1)C1C=CCC1C(C(=O)O)N2,AUAYMJLUZNBPQT-UHFFFAOYSA-N,4.607303046740334,243.306,18,18,3,2,2,2.8418400000000004,49.33,1,2,3,0.3333333333333333,1,0,0.4,70.95050000000003,0
18466101,2291377,CHEMBL4213226,1747211,CHEMBL4181721,100101,CHEMBL5558,Voltage-dependent T-type calcium channel subunit alpha-1I,SINGLE PROTEIN,IC50,3300.0,nM,5.48,B,9,CC(=O)Nc1ccc(Cn2ccc(NC(=O)Cc3ccc(N(C)C)cc3)n2)cc1,AMXSWGRIUVSMFM-UHFFFAOYSA-N,5.481486060122113,391.4750000000001,29,29,7,2,5,3.1370000000000013,79.26,3,0,3,0.5862068965517241,7,0,0.22727272727272727,115.17740000000003,0
19371184,2445197,CHEMBL4574766,1922071,CHEMBL4424916,93,CHEMBL220,Acetylcholinesterase,SINGLE PROTEIN,IC50,4900.0,nM,5.31,B,9,O=C1c2ccccc2C(=O)N1Cc1cn(CC2CCN(Cc3ccccc3)CC2)nn1,FFRRFBBXYMQKCX-UHFFFAOYSA-N,5.309803919971486,415.4970000000001,31,31,7,0,6,2.9865000000000013,71.33000000000001,3,2,5,0.5483870967741935,6,1,0.3333333333333333,115.11100000000002,0
27652388,3119376,CHEMBL5902375,2591290,CHEMBL5733989,10918,CHEMBL2959,Tyrosine-protein kinase ITK/TSK,SINGLE PROTEIN,IC50,550.0,nM,6.26,B,9,C=CC(=O)N1CCCC(Oc2nc(Nc3ccc(OC)cc3)ncc2F)C1,VLPCHMNFTMDPSG-UHFFFAOYSA-N,6.259637310505756,372.40000000000015,27,27,8,1,6,2.923700000000001,76.58000000000001,2,1,3,0.4444444444444444,6,1,0.3157894736842105,98.69370000000006,0
18473638,2290064,CHEMBL4211913,1748610,CHEMBL4183120,165,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,IC50,12100.0,nM,4.92,B,9,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(C#N)cn3)cs2)CO1,TYNXFCODUDWTAD-RSNWOKGLSA-N,4.91721462968355,414.51600000000013,28,28,10,2,9,2.3438800000000004,126.28,2,2,4,0.39285714285714285,3,1,0.3888888888888889,108.29860000000001,0
13346130,1566747,CHEMBL2393158,966359,CHEMBL2396492,104106,CHEMBL1744525,Nicotinamide phosphoribosyltransferase,SINGLE PROTEIN,IC50,10.0,nM,8.0,B,9,O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)N2C3CCC2COC3)cc1,MBWVUAOCXJXCNQ-UHFFFAOYSA-N,8.0,402.4760000000002,28,28,9,2,5,1.9551999999999998,100.63,2,2,4,0.42857142857142855,5,2,0.3684210526315789,103.19120000000002,0
19328693,2416555,CHEMBL4546127,1915816,CHEMBL4418477,119107,CHEMBL4523357,Ubiquitin carboxyl-terminal hydrolase 30,SINGLE PROTEIN,IC50,22.0,nM,7.66,B,9,COc1ccc(C[C@H](NC(=O)c2ccc(F)cc2)C(=O)Nc2ccc(S(=O)(=O)NC(C)(C)C)cc2)cc1,HKVAYSDDYQOCEX-DEOSSOPVSA-N,7.657577319177793,527.6180000000003,37,37,10,3,5,3.890900000000002,113.6,3,0,3,0.4864864864864865,9,0,0.25925925925925924,139.49839999999986,1
13475633,1584990,CHEMBL2435847,988290,CHEMBL2439744,10580,CHEMBL274,C-C chemokine receptor type 5,SINGLE PROTEIN,IC50,1.7,nM,8.77,B,9,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCC(N3C(=O)N(C4CCCCC4)C[C@H]3c3ccccc3)CC2)CC1,BYSYEMPZKZYBNW-LJAQVGFWSA-N,8.769551078621726,558.7710000000001,41,41,8,0,5,5.364140000000006,72.88000000000001,2,4,6,0.2926829268292683,5,4,0.6363636363636364,159.64049999999963,2
28187546,3209304,CHEMBL5992303,2593370,CHEMBL5736069,11638,CHEMBL4040,Mitogen-activated protein kinase 1,SINGLE PROTEIN,IC50,1.15,nM,8.94,B,9,CC(C)C[C@@H]1c2nnc3cc(-c4ccnc(Nc5ccnn5C)n4)cc(n23)N(C)C(=O)N1C,JFELDSBZJTUBGV-MRXNPFEDSA-N,8.939302159646388,446.5190000000002,33,33,11,1,9,3.252200000000001,109.36999999999999,4,1,5,0.6060606060606061,5,0,0.36363636363636365,124.26170000000005,0
27279038,3119239,CHEMBL5902238,2589865,CHEMBL5732564,11177,CHEMBL3130,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",SINGLE PROTEIN,IC50,4.3,nM,8.37,B,9,COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCn5cnnc5C4)c(C)sc23)cc1NS(C)(=O)=O,JHGYDJYLTFUDCR-UHFFFAOYSA-N,8.366531544420413,571.6890000000002,39,39,15,1,13,1.8857199999999996,140.49,4,2,6,0.5128205128205128,7,1,0.4583333333333333,147.5694999999998,2
26857438,3047549,CHEMBL5830548,2588409,CHEMBL5731108,101567,CHEMBL5804,Toll-like receptor 9,SINGLE PROTEIN,IC50,2298.0,nM,5.64,B,9,Cc1c(-c2[nH]c3ccc(C4CCN(C(=O)CCN5CC[C@@H](O)C5)CC4)cc3c2C(C)C)cn2ncnc2c1C,WPRPGPJXBDAJNO-XMMPIXPASA-N,5.638649975647733,528.7010000000002,39,39,8,2,6,4.780540000000005,89.76,4,2,6,0.46153846153846156,6,2,0.5161290322580645,154.07849999999974,1
28400837,3223637,CHEMBL6006636,2594284,CHEMBL5736983,11307,CHEMBL1865,Protein deacetylase HDAC6,SINGLE PROTEIN,IC50,65.0,nM,7.19,B,9,O=C1COC[C@@H](CNCc2ccc(-c3noc(C(F)(F)F)n3)cn2)N1,PCLUMHNNEPPCSE-SNVBAGLBSA-N,7.187086643357144,357.292,25,25,11,2,7,0.7549999999999999,102.17,2,1,3,0.44,5,1,0.42857142857142855,76.98740000000001,0
16868886,2128110,CHEMBL3918739,1637331,CHEMBL3880346,10980,CHEMBL279,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,IC50,3090.3,nM,5.51,B,9,COc1cc(F)cc(N(CCCN2CCCC2)c2ccc3ncc(-c4cn[nH]c4)nc3c2)c1.Cl,IFLIEMPAHJDKDK-UHFFFAOYSA-N,5.509999358109048,482.99100000000004,34,34,9,1,6,5.213400000000005,70.17,4,1,5,0.6176470588235294,8,1,0.32,134.61669999999998,1
27046193,3235045,CHEMBL6018044,2589068,CHEMBL5731767,100079,CHEMBL2041,Proto-oncogene tyrosine-protein kinase receptor Ret,SINGLE PROTEIN,IC50,20.1,nM,7.7,B,9,CCOc1cc(-c2ccc(N3CCC(C)(C(=O)NCC(C)C)CC3)nc2)c2c(C#N)cnn2c1,ZZQBFMNOOQJIPH-UHFFFAOYSA-N,7.696803942579511,460.5820000000002,34,34,8,1,7,4.045380000000003,95.55,3,1,4,0.4411764705882353,7,1,0.46153846153846156,131.7087,0
1435374,304937,CHEMBL182404,306592,CHEMBL832939,174,CHEMBL242,Estrogen receptor beta,SINGLE PROTEIN,IC50,45.0,nM,7.35,B,9,C[C@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,HQIHZXMANDEWIH-UXHLOXSISA-N,7.346787486224656,477.6260000000002,34,34,6,2,6,6.1740000000000075,62.16000000000001,3,2,5,0.5294117647058824,6,1,0.35714285714285715,134.93359999999996,1
24995338,1827654,CHEMBL3393844,2271532,CHEMBL5231501,104,CHEMBL2039,Amine oxidase [flavin-containing] B,SINGLE PROTEIN,IC50,2710.0,nM,5.57,B,9,COc1cc(O)c(C(=O)/C=C/c2ccccc2O)c(OC)c1,ONIYXBSQSPCBOF-BQYQJAHWSA-N,5.567030709125595,300.31000000000006,22,22,5,2,5,3.0111000000000008,75.99000000000001,2,0,2,0.5454545454545454,5,0,0.11764705882352941,82.68210000000002,0
